term,refined_sentence,sentiment
IBK,"'IBK 연금Easy'는 i-ONE Bank(개인)에서 터치 한 번으로 퇴직연금 자산현황을 한 눈에 볼 수 있고, 은퇴 준비상태 진단, AI포트폴리오 추천 및 투자 관련 유익한 정보를 제공하는 연금관리 플랫폼이다.",positive
IBK,IBK BUDDY 외국인통장은 조건 없이 면제되는 수수료 혜택과 주요 외국통화 환전 서비스를 제공하는 입출식 통장이다.,neutral
ICT,북한의 우리 방위산업 기업 등에 대한 사이버 해킹 시도가 급증하는 가운데 국제공인시험인증 및 국제공인교정업무 선도기업인 에이치시티는 지난 22일 시험인증 전문기업인 와이즈스톤과 ICT 협업 및 정보통신기술에 관한 협력을 강화했다.,neutral
ICT,ICT 기술과 인재를 연결하는 2024 부산 ICT 일자리 박람회가 열린 20일 오전 부산 해운대구 벡스코 제2전시장에서 한 구직자가 채용 안내 책자를 살펴보고 있다.,neutral
ICT,광주광역시와 광주경제자유구역청이 오는 24일부터 26일까지 서울 코엑스에서 열리는 국내 최대 정보통신기술(ICT) 전시회 '2025 월드IT쇼'에 참가해 투자유치 홍보관을 공동 운영한다고 22일 밝혔다.,neutral
ICT,밀양시가 농촌지역 생활편의 증진을 위해 읍면 거점 버스정류장 11곳에 ICT를 활용한 스마트 헬스케어 복합쉼터 구축 사업을 추진 중이다.,neutral
ICT,창원특례시가 ㈜아이싸이랩과 동물등록 활성화를 위한 ICT 규제샌드박스 실증 특례 시범사업 추진 협약을 체결했다.,neutral
ICT,한국공학대학교 ICT융합제조지능화연구센터가 ㈜미르기술과 인공지능(AI) 광학 비전기술 개발을 위한 업무협약을 체결했다.,neutral
ICT,우리 대학은 ICT 비즈니스과 융합 특성화와 인재 양성을 통해 지역 정주와 시니어 사업 도전을 지원하고 있습니다.,neutral
IMF,국제통화기금(IMF)이 최근 중국 정부의 적극적인 경기 부양 대책에도 불구하고 중국의 올해 GDP 성장률을 4.8%로 0.2%p 하향 조정했다.,neutral
IMF,"광주일보의 역사는 ‘예향’의 역사이며, IMF 외환위기와 종이출판 쇠퇴 등 난관을 극복하고 40년을 이어올 수 있었던 것은 호남의 정신과 문화, 예술에 대한 사랑 때문입니다.",negative
IMF,"국제통화기금(IMF) 내년 세계 경제 성장률이 올해와 비슷한 수준을 유지할 것으로 예상하면서, 미국의 경제 성장 전망치를 3개월 전보다 상향 조정했다.",neutral
IMF,국제통화기금(IMF)이 올해 한국 경제가 2.5% 성장할 것이란 기존 전망을 유지했다.,neutral
IMF,22일부터 IMF-WB 춘계총회가 개최되어 2008년 금융위기 이후 17년 만에 가장 위협적인 세계경제 리스크를 논의한다.,neutral
IMF,백악관이 각국을 상대로 불을 지핀 무역 분쟁과 관련해 국제통화기금(IMF)의 세계 경제 진단이 주목받게 됐다.,neutral
IMF,"국제통화기금(IMF) 수석 이코노미스트 피에르 올리비에 고린카스가 22일(현지시간) 미국 워싱턴에서 열린 IMF, 세계은행(WB) 연차 총회에서 태블릿으로 세계경제전망(WEO) 보고서 표지를 공개하고 있다.",neutral
IPO,글로벌 회계 컨설팅 법인 EY한영은 올해 1분기 글로벌 IPO 시장이 회복세를 보이고 있지만 지정학적 리스크 확대와 인공지능(AI) 기술 급부상으로 시장 불확실성이 심화하고 있다고 분석했다.,neutral
IPO,내달 상장 앞두고 기자간담회에서 IPO를 통해 글로벌 종합 물류기업으로 도약하며 영업이익 40% 증가와 수소ㆍ배터리 신사업에 역점을 두겠다고 밝혔다.,positive
IPO,"Hyundai Motor India’s stock price fell on its first trading day at the National Stock Exchange of India (NSE), closing at ₹1,819.6, a 7.16% drop from its IPO price of ₹1,960.",negative
IPO,토모큐브가 오는 11월 7일 코스닥시장에 IPO를 진행한다.,neutral
IPO,장재훈 현대자동차 사장은 22일 인도법인 IPO를 진행하며 인도가 수출 기지 역할을 해야 한다고 밝혔다.,neutral
IPO,정의선 현대자동차그룹 회장은 인도법인 현지 증시 상장식에서 IPO를 통해 더 좋은 제품을 생산ㆍ판매할 수 있다고 밝혔다.,positive
IPO,코칩은 23일 기관투자자 대상 수요예측을 기반으로 공모가를 희망범위 상단을 초과한 1만8000원에 확정하고 IPO를 진행했다.,neutral
JMS,정명석 JMS 교주의 여성 신도 성폭행 의혹 등을 다룬 넷플릭스가 논란이 되고 있다.,negative
JTBC,JTBC ‘사건반장’에서 입주 베이비시터의 비위생적 행동이 홈캠에 포착되어 논란이 일고 있다.,neutral
JTBC,종편채널 JTBC가 2026~2032년 올림픽 중계권을 획득했다.,neutral
JTBC,경기고양특례시(시장 이동환)는 지난 21일 ‘고양특례시-JTBC 하프 마라톤대회’에서 이민관리청 유치 활동을 위한 홍보부스를 운영해 이민관리청의 고양특례시 유치를 기원했다.,neutral
JTBC,22일 오후 10시 40분 방송될 JTBC 예능프로그램 ‘길바닥 밥장사’에서는 꿀치킨이 행방불명되고 주문이 누락되는 초유의 사태를 맞이한다.,neutral
JTBC,김서인은 JTBC 토일드라마 '낮과 밤이 다른 그녀'에서 임순의 시니어 인턴 취업 면접의 면접 진행자로 변신했다.,neutral
JTBC,"경북 경산의 한 여자중학교에서 담임교사가 학생들에게 심한 욕설을 퍼부은 영상이 공개된 가운데 해당 학교 학생, 학생 부모라고 주장하는 이들이 JTBC 보도를 옹호하고 있다.",neutral
KTX,지난 2004년 4월 첫 운행을 시작한 KTX(Korea Train eXpress)가 올해 개통 20주년을 맞았다.,neutral
KTX,"수원시에서 부산까지 2시간 16분, 목포까지 2시간 10분에 도달할 수 있는 수원발 KTX 직결사업이 내년 하반기 개통된다.",neutral
KTX,이제는 첨단 방사선 의과학 산업의 메카이자 국내 최대 규모 스포츠 관광지로 발돋움하고 있기에 향후 KTX-이음 정차역은 기장 지역이 선정돼야 마땅합니다.,neutral
KTX,"국토부 공기업은 설 연휴 기간 KTX를 포함한 철도 운임료를 대폭 하향 조정하고 안전 점검과 암표 관리를 강화하며, 27~30일 고속도로 이용료를 무료로 운영하는 등 시민들의 교통편의를 위해 다양한 대책을 마련했다.",positive
KTX,서해선 복선전철-경부고속철도(서해선 KTX) 연결 사업이 마침내 본궤도에 오른다.,positive
KTX,울주군은 22일 울주군청 알프스홀에서 'KTX-이음 남창역 정차 범군민추진위원회 출범식'을 개최하였다.,neutral
KTX,"전남 남해선 준고속철도 개통이 예정되어 있으나, 연결 노선 미완공으로 인해 개통 초기에는 KTX 대신 무궁화급 열차가 투입될 전망이다.",neutral
LG화학,키움증권은 LG화학에 대해 유럽 전기차 판매성장률의 약세와 리튬 메탈 약세 영향으로 영업이익 성장이 정체될 수 있다고 분석하며 투자의견과 목표주가를 하향 조정했다.,neutral
LG화학,"23일 한국거래소에 따르면 이날 증시에서는 LG화학이 1.59% 내린 것을 비롯해 포스코홀딩스, 삼성SDI, LG에너지솔루션 등이 하락세를 보였다.",negative
LG화학,"유기발광다이오드(OLED) 시장의 성장에 따라 관련 소재 시장도 커질 것으로 전망되는 가운데, 국내 대표 소재 공급사인 삼성SDI와 LG화학이 업계를 주도할 것이란 분석이 나왔다.",positive
LG화학,키움증권은 23일 LG화학에 대해 이익 감소로 당분간 보수적 투자 관점을 유지한다며 투자의견을 '마켓퍼폼'으로 하향 조정했다.,negative
LG화학,"룽바이는 미국의 배터리 수입 규제를 우회하려고 한국에 자회사를 설립해 수출 전략 기지로 삼고 있는데, 이 과정에서 LG화학이 특허를 보유한 양극재 제조 기술을 베껴 제품을 생산했다는 것이다.",negative
LG화학,LG화학이 23일부터 나흘간 중국 상하이에서 열리는 차이나플라스에 참가해 기술력을 선보인다.,neutral
LG화학,"LG화학은 전력 케이블 전문 기업 이엘일렉트릭과 함께 내열성, 내구성을 강화한 차세대 PVC를 활용해 전기차 충전기 케이블 생산에 나선다고 22일 밝혔다.",positive
NCC,"국내 NCC 가격경쟁력 타격이 불가피한 울산 정유 석화 통합공정 건립사업이 2026년 상반기 완공, 하반기 가동 예정이며, 정유업 불황에 따른 재무부담이 확대될 것으로 보인다.",neutral
NCC,"공멸위기 석화업계, NCC 경쟁력 타격 불가피",negative
NCC,국내 석유화학업계 2위 업체인 롯데케미칼이 1위 LG화학에 범용 나프타분해설비(NCC) 부문을 통합하자고 제안했다.,neutral
NCC,"23일 올해 1분기 석유화학업계 부채비율을 확인해보면, 여천엔시시(NCC)의 부채비율이 포함되어 있다.",neutral
OECD,OECD 주요국도 ‘보수’ 기준 적용하며 국세소득정보를 활용해 고용보험 가입을 촉진하고 있다.,neutral
OECD,이창용 한국은행 총재는 OECD와의 협력을 통해 중앙은행의 독립성을 확보해야 한다고 강조했다.,neutral
OECD,21일 OECD가 자체 집계한 자료에 따르면 지난 2월 한국의 '식료품 및 비주류음료' 물가상승률이 6.95%로 OECD 평균을 웃돌았다.,neutral
OECD,OECD는 한국의 재정지출 억제를 권고하고 있다.,neutral
OECD,카카오는 지난 19일 파리 경제협력개발기구(OECD) 본부에서 열린 ‘중소기업의 디지털화 지원 이니셔티브(D4SME)’ 회의에 아시아 유일 공식 민간 협력사로 참여해 ‘카카오톡 채널을 통한 AI 기술 적용’과 ‘프로젝트 단골’에 대해 발표했다고 23일 밝혔다.,neutral
OECD,-먹거리 값 상승률 OECD 3위 민생 안정 말 뿐인가,neutral
OECD,우리나라 자살률이 OECD 국가 1위로 명절 앞두고 외로움이 더 증가하고 있다.,neutral
PCR,랩지노믹스는 백일해균에 대한 유전자증폭기술(PCR) 진단 서비스를 제공하고 있다고 22일 밝혔다.,neutral
RSV,SK바이오사이언스는 글로벌 제약사 사노피와 영유아 대상 RSV 예방 항체주사 ‘베이포투스’의 국내 공동판매 및 유통 계약을 체결했다고 23일 밝혔다.,neutral
RSV,호주 남극 연구소 연구진은 쇄빙선 RSV 누이나 호를 타고 남극해 탐사를 위해 덴먼 빙하로 향하던 중이다.,neutral
S&P,S&P가 역대 최고치를 기록하며 시장의 강세를 보여주고 있다.,positive
S&P,달러인덱스 99 붕괴와 함께 S&P 4.8조 증발로 미국 자산 신뢰가 흔들리고 있다.,negative
S&P,"도널드 트럼프 미국 대통령 취임 사흘째인 22일(현지시간) 뉴욕증시의 3대 주가지수가 동반 강세를 이어가며 초강세로 마감했고, S&P는 장중 역대 최고점 경신했다.",positive
S&P,삼성자산운용은 22일 S&P 500 지수 상위 100여개 종목에 압축 투자하는 ‘KODEX 미국S&P500액티브’ ETF를 상장했다고 밝혔다.,neutral
S&P,뉴욕 증시의 S&P 500 지수가 22일(현지시간) 시장 친화적인 정책 기대와 기업 실적 호조에 힘입어 사상 최고 기록을 갈아치웠다.,positive
S&P,22일(현지시간) 블룸버그통신에 따르면 JP모건 체이스 자산관리팀은 S&P 500지수가 1957년 처음 만들어진 이후 2023년까지 기록했던 연평균 상승률 11%를 앞으로도 장기적으로 따라갈 것으로 전망했다.,neutral
S&P,S&P는 SK이노베이션과 SK E&S의 2024 2025년 EBITDA 대비 조정 차입금 비율이 높아 양사 합병에 따른 즉각적인 재무 영향은 제한적이라고 설명했다.,neutral
SDI,정근창 LG에너지솔루션 부사장과 고주영 삼성 SDI 부사장은 23일 서울 강남구 한국과학기술회관에서 열린 'SNE 배터리데이'에 참석했다.,neutral
SKY,"최근 한 법무법인이 ‘스카이’(SKY, 서울대 연세대 고려대) 출신을 드러내는 이름으로 법인을 세운다고 나서자 법무부가 대한변호사협회의 반대에도 설립을 인가했다.",neutral
SKY,대한항공씨앤디서비스는 SKY SHOP 모바일 금액상품권을 출시했다고 22일 밝혔다.,neutral
SKY,조병규는 ‘SKY 캐슬’에 출연하며 주목받았다.,neutral
SKY,최 씨는 지난 20일 ‘2024 스카이런(SKY RUN)’에 최고령자로 참가했다.,neutral
SKY,상품권은 SKY SHOP 온라인 몰에서 현금처럼 쓸 수 있다.,neutral
SK그룹,최태원 대한상공회의소 회장(SK그룹 회장)이 20년 만에 국내에서 열리는 아시아태평양경제협력체(APEC) 정상회의 내 경제인 행사 지원에 본격적으로 나섰다.,neutral
SK그룹,SK그룹 최고경영자(CEO)들이 그룹 내 각 사업을 점검 및 최적화하는 ‘리밸런싱’(Rebalancing) 작업을 신속히 추진하며 포트폴리오 최적화 방향성을 논의했다.,neutral
SK그룹,강민수 국세청장은 최태원 SK그룹 회장과 노소영 아트센터 나비 관장의 이혼 과정에서 드러난 노태우 전 대통령의 비자금에 대해 과세해야 할 내용이면 당연히 해야 한다고 밝혔다.,neutral
SK그룹,최태원 대한상공회의소 회장(SK그룹 회장)이 일본과의 협업 필요성을 강조했다.,neutral
SK이노베이션,최창원 SK수펙스추구협의회 의장은 그룹 내 각 사업을 점검 및 최적화하는 '리밸런싱' 과정에서 SK이노베이션의 구조조정을 강조했다.,neutral
SK이노베이션,울산CLX서 설 명절 앞두고 SK이노베이션이 협력사 73곳에 상생기금을 전달했다.,positive
SK이노베이션,KB증권 전망에 따르면 SK이노베이션의 향후 배당정책을 고려할 때 주당 배당금이 최소 2000원에 이를 것으로 예상된다.,positive
