term,original_sentence,refined_sentence,sentiment
분뇨,2017년 경기도 모 농장에서 다량의 돼지 분뇨가 쏟아지면서 작업하던 노동자 2명이 사망했다.,2017년 경기도 모 농장에서 다량의 돼지 분뇨가 쏟아지면서 작업하던 노동자 2명이 사망했다.,negative
환경기준,12일 시에 따르면 2017년 연평균 초미세먼지 농도는 26㎍/㎥로 환경부 초미세먼지 환경기준 연평균 15㎍/㎥의 약 2배에 육박하는 실정이다.,2017년 연평균 초미세먼지 농도는 환경부 초미세먼지 환경기준인 15㎍/㎥의 약 2배에 육박하는 26㎍/㎥로 나타났다.,neutral
환경기준,"2018년 3월, 미세먼지에 대한 환경기준이 강화되어 ‘나쁨’으로 예보되는 일수가 증가하게 되면서, 대다수의 사람은 미세먼지 농도가 악화하고 있다고 느끼고 있다.","2018년 3월, 환경기준이 강화되면서 미세먼지에 대한 ‘나쁨’ 예보 일수가 증가하고 있다.",neutral
맨홀,2019년 4월 월성원전3호기 터빈 건물 하부 배수로(터빈갤러리) 맨홀 고인물에서 71만3천Bq/L의 삼중수소가 검출됐습니다.,2019년 4월 월성원전3호기 터빈 건물 하부 배수로(터빈갤러리) 맨홀 고인물에서 71만3천Bq/L의 삼중수소가 검출됐습니다.,neutral
PVC랩,"[쓰레기를 사지 않을 권리] <21>PVC랩 Ⅱ

2019년 8월 26일 환경부가 출입기자들에게 배포한 보도자료.",2019년 8월 26일 환경부가 출입기자들에게 배포한 보도자료에서 PVC랩 Ⅱ에 대해 언급하였다.,neutral
사이클론,2019년 모잠비크에서는 사이클론 피해로 수천 명이 숨지고 수십만 명의 이재민이 발생했다.,2019년 모잠비크에서는 사이클론 피해로 수천 명이 숨지고 수십만 명의 이재민이 발생했다.,negative
핵무기,"더 커밍 웨이브 
 
무스타파 술레이만 지음ㅣ이정미 옮김ㅣ한스미디어ㅣ512쪽ㅣ2만5000원 
 
2020년 이란의 핵무기 개발을 주도한 과학자 모센 파크리자데가 총격 테러로 사망했다.",2020년 이란의 핵무기 개발을 주도한 과학자 모센 파크리자데가 총격 테러로 사망했다.,negative
채식주의자,"2020년 현재 책 제목처럼 채식주의자가 늘어나고, 인공지능(AI)이 인간의..",2020년 현재 책 제목처럼 채식주의자가 늘어나고 있다.,neutral
감마,"2021년 11월에 등장한 코로나19 ‘오미크론 변이’는 높은 전파력과 면역 회피력을 과시하며 앞선 변이체(알파, 베타, 감마, 델타)들을 제치고 이내 우세종이 되었다.","2021년 11월에 등장한 코로나19 ‘오미크론 변이’는 높은 전파력과 면역 회피력을 과시하며 앞선 변이체(알파, 베타, 감마, 델타)들을 제치고 이내 우세종이 되었다.",neutral
맨홀,"2021년까지 전국 79만 km KT 통신망 케이블과 통신주, 통신구(케이블이 지나가는 지하 통로), 맨홀 등 외..","2021년까지 전국 79만 km KT 통신망 케이블과 통신주, 통신구, 맨홀 등 외부 인프라가 구축됐다.",neutral
액화천연가스,"[이투데이] 유진의 기자 (jinny0536@etoday.co.kr)

 2023년까지 액화천연가스(LNG)수송선 4척과 LNG벙 커링선 1척을 추가로 도입해 친환경 연료 LNG 보급역량을 강화하겠다.",2023년까지 액화천연가스(LNG)수송선 4척과 LNG벙커링선 1척을 추가로 도입해 친환경 연료 LNG 보급역량을 강화하겠다.,neutral
태양 흑점,2029년 나로우주센터에서 대한민국 최초의 유인우주선 '우리호'가 발사됐지만 달로 가는 도중 태양 흑점..,2029년 나로우주센터에서 대한민국 최초의 유인우주선 '우리호'가 발사됐지만 달로 가는 도중 태양 흑점의 영향으로 문제가 발생했다.,negative
도로재비산먼지,"21일 대구시에 따르면 현재 도로재비산먼지 저감 차량 총 60대(진공청소차 50대, 살수차 10대)를 운영하고 있다.",21일 대구시에 따르면 현재 도로재비산먼지 저감을 위해 차량 총 60대를 운영하고 있다.,neutral
폐기물,,21일 오전 10시30분경 청주시 청원구 북이면의 한 폐기물 처리장에서 근로자 어모(44) 씨가 폐기물 처리 시설 안에서 분진더미에 묻히는 사고가 발생했다.,neutral
PCB,21일 인천소방본부에 따르면 이날 오후 3시 43분쯤 인천시 남동구 논현동 남동공단 내 전자회로기판(PCB) 제조회사인 세일전자 공장에서 화재가 발생했다.,21일 인천소방본부에 따르면 이날 오후 3시 43분쯤 인천시 남동구 논현동 남동공단 내 PCB 제조회사인 세일전자 공장에서 화재가 발생했다.,neutral
카드뮴,"22일 고려대병원 등에 따르면 실리콘(석영)과 알루미늄, 구리, 카드뮴, 납 등으로 구성된 황사는 눈병,..","22일 고려대병원 등에 따르면 실리콘(석영)과 알루미늄, 구리, 카드뮴, 납 등으로 구성된 황사는 눈병, 건강 피해를 유발할 수 있다.",negative
태양 흑점,22일 노란망고라는 닉네임을 쓰는 누리꾼 A 씨는 자신의 블로그에 갤럭시 휴대전화로 태양을 찍은 사진을 올리며 “태양의 흑점이 나올 줄은 정말 꿈에도 상상 못 했다”고 밝혔다.,22일 노란망고라는 닉네임을 쓰는 누리꾼 A 씨는 자신의 블로그에 갤럭시 휴대전화로 태양을 찍은 사진을 올리며 “태양의 흑점이 나올 줄은 정말 꿈에도 상상 못 했다”고 밝혔다.,positive
SO2,"22일 손종학 울산시의원이 환경국과 보건환경연구원으로부터 받은 자료에 따르면, 최근 3년 울산의 대기의 오존(O3) 및 일산화탄소(CO)를 제외한 미세먼지(PM-10, PM-2.5), 이산화질소(NO2), 이산화황(SO2) 등은 매년 감소하는 추세다.","22일 손종학 울산시의원이 환경국과 보건환경연구원으로부터 받은 자료에 따르면, 최근 3년 울산의 SO2 등 대기오염물질은 매년 감소하는 추세다.",positive
제올라이트,22일 한국연구재단과 경북대에 따르면 기존에도 다공성 물질을 도입한 필터의 성능개선 연구가 있었으나 제올라이트를 적용한 예는 없었다.,22일 한국연구재단과 경북대에 따르면 기존에도 다공성 물질을 도입한 필터의 성능개선 연구가 있었으나 제올라이트를 적용한 예는 없었다.,neutral
도로 재비산먼지,23일 시에 따르면 다음달부터 내년 3월까지 제4차 미세먼지 계절관리기간으로 정하고 집중관리도로를 대상으로 월 2번씩 도로 재비산먼지에 대한 관리 저감 등을 추진할 계획이다.,23일 시에 따르면 다음달부터 내년 3월까지 제4차 미세먼지 계절관리기간으로 정하고 집중관리도로를 대상으로 도로 재비산먼지에 대한 관리 저감 등을 추진할 계획이다.,neutral
카드뮴,"24일 오한진 을지대병원 가정의학과 교수는 YTN 라디오 '슬기로운 라디오생활'에 출연해 ""세계보건기구에서 미세먼지, 초미세먼지를 전부 다 1급 발암물질로 지정했다""며 ""수온이나 납, 카드뮴 ..",24일 오한진 을지대병원 가정의학과 교수는 세계보건기구에서 카드뮴을 포함한 미세먼지와 초미세먼지를 1급 발암물질로 지정했다고 밝혔다.,neutral
소독,25일 서울시보건환경연구원에 따르면 확진자가 방문하거나 이용한 대중교통 25곳을 대상으로 소독 방역 조치 후에 최종적으로 안전성을 확인하기 위해 환경 검체를 검사 ..,25일 서울시보건환경연구원에 따르면 확진자가 방문하거나 이용한 대중교통 25곳을 대상으로 소독 방역 조치 후에 최종적으로 안전성을 확인하기 위해 환경 검체를 검사했다.,positive
일산화탄소,"25일 수원시에 따르면 올 2월부터 10월까지 어린이집, 유치원, 경로당, 노인 요양 복지시설, 장애인시설 등 1천676개소를 대상으로 실내 공기 중 미세먼지 일산화탄소 폼알데하이드 이산화탄소 라돈 총부유세균 등 유해물질 함량을 측정한 결과 어린이집과 장애..","25일 수원시에 따르면 올 2월부터 10월까지 어린이집, 유치원, 경로당, 노인 요양 복지시설, 장애인시설 등 1천676개소를 대상으로 실내 공기 중 일산화탄소 함량을 측정한 결과 어린이집과 장애인시설에서 일산화탄소 농도가 높게 나타났다.",negative
환경기준,"25일 환경부 대기환경정보 에어코리아에 따르면, 이날 충청권 '초미세먼지'(PM-2.5)는 환경부가 정한 환경기준 '나쁨(36~75㎍/㎥)'에 해당했다.","25일 환경부 대기환경정보 에어코리아에 따르면, 충청권의 초미세먼지 농도가 환경기준 '나쁨' 수준에 해당했다.",neutral
교각,27일 경찰에 따르면 지난 26일 오후 3시 20분께 평택시 팽성읍 신대리에 건설 중인 평택 국제대교 교각 상판 4개가 갑자기 무너져 내렸다.,27일 경찰에 따르면 지난 26일 오후 3시 20분께 평택시 팽성읍 신대리에 건설 중인 평택 국제대교 교각 상판 4개가 갑자기 무너져 내렸다.,neutral
부영양화,27일 영산강청에 따르면 올해 집중호우와 폭염이 지속적으로 반복될 것으로 전망됨에 따라 집중호우 시 오염원 유입에 의한 부영양화와 폭염에 의한 수온 상승이 녹조 발생에 유리한 하천 환..,27일 영산강청에 따르면 올해 집중호우와 폭염이 지속적으로 반복될 것으로 전망됨에 따라 집중호우 시 오염원 유입에 의한 부영양화와 폭염에 의한 수온 상승이 녹조 발생에 유리한 하천 환경을 조성할 것으로 우려된다.,negative
염화비닐,27일 한화케미칼과 울산시소방본부에 따르면 지난 26일 오후 7시43분께 울산시 남구 한화케미칼 1공장 염화비닐(VCM) 중화조 탱크 내 폐수에서 불이 났다.,27일 한화케미칼과 울산시소방본부에 따르면 지난 26일 오후 7시43분께 울산시 남구 한화케미칼 1공장 염화비닐(VCM) 중화조 탱크 내 폐수에서 불이 났다.,neutral
건축폐기물,28일 오전 5시 54분께 전남 광양시 광양읍 한 건축폐기물 처리장에서 불이났다.,28일 오전 5시 54분께 전남 광양시 광양읍 한 건축폐기물 처리장에서 불이 났다.,neutral
환경기준,"28일 민간 기상정보업체인 케이웨더의 '에어 가드 K 공기 지능센터'가 2014~2016년 서울지역 초미세먼지 일(日) 평균농도를 분석한 결과, 국내 24시간 환경기준(㎥당 50㎍ 이하)..","28일 케이웨더의 '에어 가드 K 공기 지능센터'가 2014~2016년 서울지역 초미세먼지 일 평균농도를 분석한 결과, 국내 24시간 환경기준(㎥당 50㎍ 이하)을 초과하는 날이 많았음을 보여줬다.",neutral
아황산가스,2일 환경부 산하 국립환경과학원은 에트나 화산에서 분화된 아황산가스가 한반도 북쪽 상공을 지나는 상황이 포착된 정지궤도 환경위성(천리안위성 2B호) 영상을 환..,2일 환경부 산하 국립환경과학원은 에트나 화산에서 분화된 아황산가스가 한반도 북쪽 상공을 지나는 상황이 포착된 정지궤도 환경위성(천리안위성 2B호) 영상을 환원했다.,neutral
1차 오염,2차 미세먼지는 화석연료가 연소하면서 발생하는 1차 오염 물질이 대기 중 미세먼지와 결합해 인체..,2차 미세먼지는 화석연료가 연소하면서 발생하는 1차 오염 물질이 대기 중 미세먼지와 결합해 인체에 영향을 미친다.,negative
환경기준,"3~5월 미세먼지 평균, 환경기준 ‘초과’ 
 뇌혈관, 심혈관에도 영향을 미치는 미세먼지...",3~5월 미세먼지 평균이 환경기준을 초과하여 뇌혈관과 심혈관에도 영향을 미치고 있다.,negative
액화천연가스,30년 넘은 석탄화력발전소 10기는 폐쇄하거나 액화천연가스(LNG) 또는 바이오연료를 쓰기로 했다.,30년 넘은 석탄화력발전소 10기는 폐쇄하거나 액화천연가스(LNG) 또는 바이오연료를 쓰기로 했다.,neutral
런던형 스모그,30년 전인 1991년 1월 15일 경향신문에는 ‘서울 대기오염 황색 경보 - 런던형 스모그의 초기 형태 겨울안개 쇼크’라는 제목의 기사가 실렸습니다.,30년 전인 1991년 1월 15일 경향신문에는 ‘서울 대기오염 황색 경보 - 런던형 스모그의 초기 형태 겨울안개 쇼크’라는 제목의 기사가 실렸다.,negative
생명공학,"인터뷰 -조영빈 다쏘시스템코리아 대표 
 
끊임없는 기술 혁신 노력이 밑바탕 
3D 기술로 거대한 도시 설계 가능 
글로벌 매출, 4년 만에 60% 성장 
 
3D 기술, 항공우주 車 조선 등에 적용 
금융 생명공학으로 영토 확장 
스마트팩토리도 우리 전문 사업 
 
 
[ 배태웅 기자 ] 
“3차원(3D) 디자인 기술은 아기 기저귀부터 우주를 탐사하는..",3D 기술은 금융 생명공학으로 영토 확장하는 등 다양한 분야에 적용되고 있다.,neutral
