original_sentence,processed_sentence,term
"GS 리테일은 앞으로도 피해상황을 지속적으로 모니터링하며 추가 지원이 필요할 경우 신속히 대응할 계획이다 GS 리테일은 전국에 위치한 편의점 GS25, 홈쇼핑 GS 샵 슈퍼마켓 GS 더프레시 물류센터 등 폭넓은 사업 인프라를 바탕으로 재난 발생 시 신속한 구호 활동을 통해 지역사회 안전망 강화에 앞장서고 있다","GS 리테일 앞 피해상황 지속적 모니터링하며 추가 지원이 필요할 경우 신속히 대응할 계획다 GS 리테일 전국 위치한 편의점 GS25, 홈쇼핑 GS 샵 슈퍼마켓 GS 더프레시 물류센터 등 폭넓은 사업 인프라 바탕 재난 발생 시 신속한 구호 활동 통해 지역사회 안전망 강화 앞장서고 있다",인프라
하자로 전선이 끊어져 불이 발생했지만 업무상 과실을 인정할 증거가 부족하다는 이유다.,하자 전선 끊어져 불 발생했지만 업무상 과실 인정할 증거 부족하다는 이유다.,하자
"카카오같이가치서 모금 진행 4일 만에 120만명 동참 50억원 모금액 조성 응원 댓글 1건당 카카오가 1000원 기부 카카오의 사회공헌 플랫폼 '카카오같이가치'가 경남과 경북, 울산 등지에서 발생한 대형 산불 피해 복구 지원을 위해 운영 중인 긴급모금 캠페인에 120만명이 넘는 이용자가 동참, 50억원 이상의 기부금이 모였다고 27일 밝혔다.","카카오가치 모금 진행 4일 만 120만명 동참 50억원 모금액 조성 응원 댓글 1건당 카카오 1000원 기부 카카오 사회공헌 플랫폼 '카카오가치' 경남 경북, 울산 등지 발생한 대형 산불 피해 복구 지원 위해 운영 중인 긴급모금 캠페인 120만명이 넘는 용자 동참, 50억원 이상 기부금 모였다고 27일 밝혔다.",플랫폼
"북쪽 찬 공기가 동해를 지나 유입되면서 28일 강원동해안 산지와 경북북부동해안 북동산지에 각각 5㎜ 내외와 1㎜ 내외, 29일 우리나라 북쪽에 기압골이 지나가며 경기동부 강원내륙 강원산지에 1㎜ 안팎 비가 내릴 전망이다.","북쪽 찬 공기 동해 지나 유입되면서 28일 강원동해안 산지 경북북부동해안 북동산지 각각 5㎜ 내외 1㎜ 내외, 29일 우리나라 북쪽 기압골 지나가며 경기동부 강원내륙 강원산지 1㎜ 안팎 비 내릴 전망이다.",공기
"상대습도는 20% 이하로 떨어지겠는데, 공기가 산을 타고 넘으면서 온도가 오르고 건조해지는 푄현상 때문에 영남은 특히 더 건조해지겠다.","상대습도 20% 이하 떨어지겠는데, 공기 산 타고 넘으면서 온도 오르고 건조해지는 푄현상 때문 영남 특히 더 건조해지겠다.",공기
"산불 확산으로 피해가 우려되는 경북 안동시 하회마을과 병산서원, 도산서원, 봉정사 등에는 주변 수목을 제거해 방화선을 구축하고, 방염포를 설치했다.","산불 확산 피해 우려되는 경북 안동시 하회마을 병산서원, 도산서원, 봉정사 등 주변 수목 제거해 방화선 구축하고, 방염포 설치했다.",방화선
"국가유산청 관계자는 ""산불로부터 국가유산을 보호하기 위해 예방 살수, 방염포 설치, 방화선 구축, 유물 이송 등 긴급조치를 지속적으로 진행하고 있다""고 말했다.","국가유산청 관계자 ""산불 국가유산 보호하기 위해 예방 살수, 방염포 설치, 방화선 구축, 유물 송 등 긴급조치 지속적 진행하고 있다"" 말했다.",방화선
결국은 두 시간에 걸친 판결문 내용에 조목조목 검찰 측에서 얘기했었던 게 전부 잘못된 공소 였고 거기에 대해서 무죄 판결을 하게 되지 않았습니까?,결국 두 시간 걸친 판결문 내용 조목조목 검찰 측 얘기했었던 게 전부 잘못된 공소 였고 거기 대해서 무죄 판결 하게 되지 않았습니까?,검찰
그리고 4개 쟁점에 대해서 하나하나 전부 검찰 측 주장을 조목조목 2시간에 걸쳐서 비판을 함으로써 예컨대 김문기에 대해서 알지 못했다는 게 이렇게 문제가 될 수 없다.,그리고 4개 쟁점 대해서 하나하나 전부 검찰 측 주장 조목조목 2시간 걸쳐서 비판 함 예컨대 김문기 대해서 알지 못했다는 게 이렇게 문제 될 수 없다.,검찰
"김종현  그런데 이제 벌금 100만 원 이상 형을 선고받고 그게 형이 확정이 되면 의원직을 잃고 다음 공직선거에 출마할 수 없게 되는 이런 상황이었었는데, 이로써 이 대표는 사법 리스크는 일정 부분 해소하셨죠?","김종현  그런데 이제 벌금 100만 원 이상 형 선고받고 그게 형 확정 되면 의원직 잃고 다음 공직선거 출마할 수 없게 되는 이런 상황이었었는데, 이 이 대표 사법 리스크 일정 부분 해소하셨죠?",리스크
"그러면 대권 가도에 청신호가 켜졌다고 볼 수 있는데, 일단 민주당은 대선 모드로 진입을 하게 되겠죠?","그러면 대권 가도 청신호 켜졌다고 볼 수 있는데, 일단 민주당 대선 모드 진입 하게 되겠죠?",가도
이번 산불로 인해 재해 대응 시스템을 다시 짜야 한다는 의견도 많습니다.,이번 산불 인해 재해 대응 시스템 다시 짜야 한다는 의견 많습니다.,시스템
"이 고온건조한 공기가 태백산맥과 소백산맥을 넘어 빠르게 불면서 경북 청송과 충남 천안, 충북 충주, 전북 정읍은 3월 하루 최대 순간 풍속이 역대 기록을 뛰어넘었다.","이 고온건조한 공기 태백산맥 소백산맥 넘어 빠르게 불면서 경북 청송 충남 천안, 충북 충주, 전북 정읍 3월 하루 최대 순간 풍속 역대 기록 뛰어넘었다.",공기
29일까지 북쪽에서 찬 공기가 내려오고 바람까지 강하게 불면서 체감온도가 낮아지기 때문이다.,29일 북쪽 찬 공기 내려오고 바람 강하게 불면서 체감온도 낮아지기 때문이다.,공기
"GS리테일은 전국에 위치한 편의점 GS25, 홈쇼핑 GS샵, 슈퍼마켓 GS더프레시, 물류센터 등 폭넓은 사업 인프라를 바탕으로 재난 발생 시 신속한 구호 활동을 통해 지역사회 안전망 강화에 앞장서고 있다.","GS리테일 전국 위치한 편의점 GS25, 홈쇼핑 GS샵, 슈퍼마켓 GS더프레시, 물류센터 등 폭넓은 사업 인프라 바탕 재난 발생 시 신속한 구호 활동 통해 지역사회 안전망 강화 앞장서고 있다.",인프라
"영덕군은 경북 의성 산불 확산에 대응해 대책본부를 발령한 지 3일째인 27일 산불 완전 진화를 목표로 장비 134대, 인력 2283명 등 모든 가용자원을 투입하고 있다.","영덕군 경북 성 산불 확산 대응해 대책본부 발령한 지 3일째인 27일 산불 완전 진화 목표 장비 134대, 인력 2283명 등 모든 가용자원 투입하고 있다.",가용자원
"경북 영덕군은 경북 의성 산불 확산에 대응해 대책본부를 발령한 지 3일째인 27일 산불 완전 진화를 목표로 장비 134대, 인력 2283명 등 모든 가용자원을 투입한다.","경북 영덕군 경북 성 산불 확산 대응해 대책본부 발령한 지 3일째인 27일 산불 완전 진화 목표 장비 134대, 인력 2283명 등 모든 가용자원 투입한다.",가용자원
"이어 ""피해 복구와 이재민 지원에 머무르지 않고 재발 방지를 위한 근본적인 대책 마련과 국가대응 시스템 전반 정비까지 책임감 있게 준비하겠다""고 했다.","이어 ""피해 복구 이재민 지원 머무르지 않고 재발 방지 위한 근본적인 대책 마련 국가대응 시스템 전반 정비 책임감 있게 준비하겠다"" 했다.",시스템
"그는 '특위 차원의 특별법 논의 여부'에 대해 ""물론이다""며 ""지금 당장은 논의할 시점이 아니지만, 재난이 수습되고 모든 것이 정착되면 이번 상황을 다시 반추하면서 법률적으로 정책적으로 개선할 것이 뭔가 리뷰하고 필요하면 전체 토론회를 같이 해서 준비하겠다""고 했다．","그 '특위 차원 특별법 논 여부' 대해 ""물론이다""며 ""지금 당장 논의할 시점이 아니지만, 재난 수습되고 모든 것 정착되면 번 상황 다시 반추하면서 법률적 정책적 개선할 것 뭔가 리뷰 필요하면 전체 토론회 같이 해서 준비하겠다"" 했다．",리뷰
대한불교법화종에 따르면 산불에 스러진 선정스님은 2002년 이 절의 주지가 되기 전부터 이곳에서 수행 공부를 해왔다.,대한불교법화종 따르면 산불 스러진 선정스님 2002년  절 주지 되기 전 이곳 수행 공부 해왔다.,공부
"권영세 비대위원장은 아침 회의에서 ""사법 시스템에 대한 신뢰는 합리성, 예측가능성에 토대를 두는데 어제 판결은 이 모든 기반을 무너뜨린 것""이라고 비난했습니다.","권영세 비대위원장 아침 회의 ""사법 시스템 대한 신뢰 합리성, 예측가능성 토대 두는데 어제 판결 이 모든 기반 무너뜨린 것"" 비난했습니다.",시스템
민주당은 검찰의 억지 기소였던 만큼 무죄 선고는 당연한 결과라는 반응입니다.,민주당 검찰 억지 기소였던 만큼 무죄 선고는 당연한 결과라 반응입니다.,검찰
"박찬대 원내대표는 ""국민 인권을 짓밟은 검찰의 '억지 조작 기소'에 법원이 철퇴를 가했다""며 ""사필귀정""이라고 평가했습니다.","박찬대 원내대표 ""국민 인권 짓밟은 검찰 '억지 조작 기소' 법원 철퇴 가했다""며 ""사필귀정"" 평가했습니다.",검찰
"특히 검찰이 곧바로 상고한 것을 언급하며 ""윤석열 대통령에 대해선 즉시 항고를 자발적으로 포기하더니 이재명에겐 인권이 없냐""고 반문했습니다.","특히 검찰 곧바로 상고한 것 언급하며 ""윤석열 대통령 대해선 즉시 항고 자발적 포기하더니 이재명 인권 없냐"" 반문했습니다.",검찰
법화종에 따르면 스님은 2002년 법성사 주지가 되기 전부터 이곳에서 수행 공부를 해왔다.,법화종 따르면 스님 2002년 법성사 주지 되기 전 이곳 수행 공부 해왔다.,공부
"국가유산청은 ""국가유산청장 이하 가용 인원을 적극 동원해 총력 대응 중""이라며 ""국가유산 보호를 위해 예방 살수, 방염포 설치, 방화선 구축, 유물 긴급 이송 등 긴급 조치를 지속 실시하겠다""고 전했다.","국가유산청 ""국가유산청장 하 가용 인원 적극 동원해 총력 대응 중""이라며 ""국가유산 보호 위해 예방 살수, 방염포 설치, 방화선 구축, 유물 긴급 송 등 긴급 조치 지속 실시하겠다"" 전했다.",방화선
"지역 이벤트 업계 한 관계자는 ""울산의 산불이 진화되더라도 경남 지리산과, 의성, 안동 등 경북지역 산불의 피해가 워낙 커서 마음 편히 축제를 즐기는 분위기는 아닐 것이다""라고 말했다.","지역 이벤트 업계 한 관계자 ""울산 산불 진화되더라도 경남 지리산, 의성, 안동 등 경북지역 산불 피해 워낙 커서 마음 편히 축제 즐기는 분위기 아닐 것이다"" 말했다.",이벤트
"LG 전자는 임시대피소 내 가전제품을 지원하는 한편, 피해를 입은 가전제품 무상 수리를 위한 이동서비스센터를 운영한다.","LG 전자 임시대피소 내 가전제품 지원하는 한편, 피해 입은 가전제품 무상 수리 위한 이동서비스센터 운영한다.",수리
하늘에는 여전히 붉고 탁한 공기로 가득합니다.,하늘 여전히 붉고 탁한 공기 가득합니다.,공기
정부는 헬기 79대와 인력 4천 6백여 명 등 가용 자원을 총동원해 산불 확산을 막는 데 주력하고 있습니다.,정부 헬기 79대 인력 4천 6백여 명 등 가용 자원 총동원해 산불 확산 막는 데 주력하고 있습니다.,가용 자원
국민의힘은 이날 오전 비상대책위원회 회의에서 이 대표 대권 가도에 최대 걸림돌로 작용했던 사법 리스크를 사실상 제거한 서울고법을 향한 비판 목소리가 이어졌다.,국민힘 이날 오전 비상대책위원회 회의 이 대표 대권 가도 최대 걸림돌 작용했던 사법 리스크 사실상 제거한 서울고법 향한 비판 목소리 이어졌다.,가도
국민의힘은 이날 오전 비상대책위원회 회의에서 이 대표 대권 가도에 최대 걸림돌로 작용했던 사법 리스크를 사실상 제거한 서울고법을 향한 비판 목소리가 이어졌다.,국민힘 이날 오전 비상대책위원회 회의 이 대표 대권 가도 최대 걸림돌 작용했던 사법 리스크 사실상 제거한 서울고법 향한 비판 목소리 이어졌다.,리스크
이 대표가 항소심에서도 당선무효형이 유지될 경우 윤석열 대통령 탄핵으로 조기 대선이 열리더라도 이 대표를 둘러싼 사법 리스크를 부각하며 정국을 유리하게 끌어갈 수 있다는 기대가 컸다.,이 대표 항소심 당선무효형 유지될 경우 윤석열 대통령 탄핵 조기 대선이 열리더라도  대표 둘러싼 사법 리스크 부각하며 정국 유리하게 끌어갈 수 있다는 기대 컸다.,리스크
